DATE,PRCP,TAVG,TMAX,TMIN
3/11/10,0.34,,60,44
3/12/10,0.01,,55,40
3/13/10,0.61,,45,41
3/14/10,0,,50,40
3/15/10,0,,48,39
3/16/10,0,,61,35
3/17/10,0,,63,32
3/18/10,0,,61,41
3/19/10,0,,65,39
3/20/10,0.42,,39,31
3/21/10,0.02,,42,33
3/22/10,0,,49,34
3/23/10,0,,59,28
3/24/10,0,,53,35
3/25/10,0.03,,47,29
3/26/10,0,,41,27
3/27/10,0.01,,50,31
3/28/10,0,,52,37
3/29/10,0,,46,30
3/30/10,0,,64,29
3/31/10,0,,77,51
4/1/10,0,,83,54
4/2/10,0,,81,59
4/3/10,0.18,,59,49
4/4/10,0.8,,76,39
4/5/10,0.82,,72,50
4/6/10,0.37,,76,47
4/7/10,0.13,,49,37
4/8/10,0,,40,34
4/9/10,0,,56,30
4/10/10,0,,74,38
4/11/10,0,,63,44
4/12/10,0.01,,70,44
4/13/10,0,,63,48
4/14/10,0,,80,46
4/15/10,0,,82,61
4/16/10,0,,68,39
4/17/10,0,,59,37
4/18/10,0,,52,36
4/19/10,0,,56,35
4/20/10,0,,64,38
4/21/10,0,,62,41
4/22/10,0,,60,38
4/23/10,0.07,,63,41
4/24/10,0.26,,60,51
4/25/10,0.31,,60,47
4/26/10,0,,63,47
4/27/10,0,,51,37
4/28/10,0,,64,33
4/29/10,0,,79,46
4/30/10,0.06,,81,62
5/1/10,0.11,,70,58
5/2/10,0.93,,69,53
5/3/10,0,,72,50
5/4/10,0,,79,50
5/5/10,0,,72,56
5/6/10,0.01,,63,46
5/7/10,0.72,,59,45
5/8/10,0.02,,50,42
5/9/10,0,,58,38
5/10/10,0,,58,41
5/11/10,0.97,,52,44
5/12/10,0.12,,51,44
5/13/10,1.49,,73,48
5/14/10,0,,66,47
5/15/10,0,,61,43
5/16/10,0,,66,41
5/17/10,0.01,,58,50
5/18/10,0,,65,46
5/19/10,0,,74,44
5/20/10,0.05,,74,47
5/21/10,0.21,,73,56
5/22/10,0,,74,58
5/23/10,0,,89,62
5/24/10,0,,91,70
5/25/10,0,,88,69
5/26/10,0,,87,66
5/27/10,0,,77,61
5/28/10,0,,79,57
5/29/10,0,,86,59
5/30/10,0,,91,61
5/31/10,0.26,,81,66
6/1/10,0,,85,63
6/2/10,1.02,,77,57
6/3/10,0,,71,56
6/4/10,0,,83,57
6/5/10,0.15,,79,60
6/6/10,0,,76,55
6/7/10,0,,70,54
6/8/10,0.45,,67,58
6/9/10,0,,83,65
6/10/10,0,,77,58
6/11/10,0.02,,89,64
6/12/10,0.34,,77,62
6/13/10,0.25,,71,62
6/14/10,0,,70,60
6/15/10,0.59,,79,60
6/16/10,0,,82,63
6/17/10,0,,84,64
6/18/10,0.87,,90,67
6/19/10,0,,85,66
6/20/10,0,,81,64
6/21/10,0.22,,85,67
6/22/10,0,,85,69
6/23/10,0.87,,87,69
6/24/10,0,,84,65
6/25/10,0,,84,62
6/26/10,0.85,,87,69
6/27/10,0.54,,85,72
6/28/10,0,,82,63
6/29/10,0,,75,59
6/30/10,0,,75,56
7/1/10,0,,77,55
7/2/10,0,,83,59
7/3/10,0,,87,60
7/4/10,0,,91,68
7/5/10,0,,91,78
7/6/10,0.37,,90,73
7/7/10,0.2,,93,71
7/8/10,0.16,,88,73
7/9/10,0,,88,70
7/10/10,0,,89,69
7/11/10,0.79,,85,66
7/12/10,0,,84,65
7/13/10,0.17,,84,70
7/14/10,0,,90,70
7/15/10,0.01,,90,71
7/16/10,0,,90,67
7/17/10,0,,93,71
7/18/10,0.01,,92,72
7/19/10,0.01,,84,69
7/20/10,0,,86,68
7/21/10,0,,91,72
7/22/10,0.01,,90,69
7/23/10,2.79,,94,70
7/24/10,3.64,,87,69
7/25/10,0,,81,66
7/26/10,0,,84,61
7/27/10,0,,88,68
7/28/10,0,,88,73
7/29/10,0,,82,67
7/30/10,0,,80,69
7/31/10,0.68,,80,65
8/1/10,0,,86,65
8/2/10,0,,84,67
8/3/10,0.28,,86,66
8/4/10,0.48,,83,71
8/5/10,0,,83,68
8/6/10,0,,82,64
8/7/10,0,,83,62
8/8/10,0.08,,87,69
8/9/10,0.15,,88,72
8/10/10,0,,89,75
8/11/10,0,,90,75
8/12/10,0,,92,74
8/13/10,0.25,,92,73
8/14/10,0,,88,72
8/15/10,0,,83,66
8/16/10,0,,80,63
8/17/10,0.03,,79,64
8/18/10,0.05,,84,63
8/19/10,0,,88,66
8/20/10,0.03,,92,71
8/21/10,0.45,,86,71
8/22/10,0,,81,68
8/23/10,0,,80,65
8/24/10,0,,84,64
8/25/10,0,,79,61
8/26/10,0,,79,59
8/27/10,0,,86,59
8/28/10,0,,88,65
8/29/10,0,,94,71
8/30/10,0,,88,74
8/31/10,0,,93,75
9/1/10,0.17,,81,71
9/2/10,1.55,,83,65
9/3/10,0,,70,56
9/4/10,0,,68,51
9/5/10,0,,76,49
9/6/10,0,,82,66
9/7/10,0,,77,58
9/8/10,0,,71,51
9/9/10,0,,67,50
9/10/10,0,,72,55
9/11/10,0.24,,75,58
9/12/10,0,,83,54
9/13/10,0,,82,57
9/14/10,0,,77,54
9/15/10,0,,75,59
9/16/10,0.16,,69,53
9/17/10,0,,74,49
9/18/10,0.35,,65,58
9/19/10,0,,67,55
9/20/10,0,,75,62
9/21/10,0.05,,88,68
9/22/10,0,,74,63
9/23/10,0,,89,65
9/24/10,0.26,,80,56
9/25/10,0,,60,52
9/26/10,0,,60,50
9/27/10,0,,65,48
9/28/10,0,,71,46
9/29/10,0,,75,52
9/30/10,0,,74,52
10/1/10,0.08,,73,48
10/2/10,0.26,,57,45
10/3/10,0.08,,56,42
10/4/10,0,,60,38
10/5/10,0,,68,39
10/6/10,0,,78,46
10/7/10,0,,76,49
10/8/10,0,,79,48
10/9/10,0,,86,55
10/10/10,0,,84,57
10/11/10,0,,82,54
10/12/10,0,,76,52
10/13/10,0.1,,66,47
10/14/10,0,,66,43
10/15/10,0,,63,44
10/16/10,0,,71,40
10/17/10,0,,65,47
10/18/10,0,,61,43
10/19/10,0,,60,39
10/20/10,0,,70,44
10/21/10,0,,56,38
10/22/10,0.02,,64,33
10/23/10,0.1,,65,54
10/24/10,0.05,,72,54
10/25/10,0,,72,56
10/26/10,0.24,,70,54
10/27/10,0,,65,43
10/28/10,0,,46,39
10/29/10,0,,50,31
10/30/10,0,,63,42
10/31/10,0,,52,36
11/1/10,0,,54,32
11/2/10,0,,52,32
11/3/10,0.01,,54,31
11/4/10,0.01,,51,38
11/5/10,0,,40,28
11/6/10,0,,46,25
11/7/10,0,,59,35
11/8/10,0,,67,38
11/9/10,0,,69,40
11/10/10,0,,68,43
11/11/10,0.34,,67,46
11/12/10,0,,56,48
11/13/10,0.03,,57,39
11/14/10,0.08,,48,37
11/15/10,0,,51,32
11/16/10,0,,50,32
11/17/10,0,,47,37
11/18/10,0,,39,26
11/19/10,0,,51,25
11/20/10,0,,43,30
11/21/10,0,,60,41
11/22/10,1.37,,67,39
11/23/10,0,,39,26
11/24/10,0.13,,40,25
11/25/10,0.01,,39,21
11/26/10,0,,32,18
11/27/10,0,,34,21
11/28/10,0,,46,22
11/29/10,0.51,,49,33
11/30/10,0.02,,49,25
12/1/10,0,,26,22
12/2/10,0,,33,22
12/3/10,0,,31,18
12/4/10,0.49,,32,23
12/5/10,0,,26,12
12/6/10,0,,20,8
12/7/10,0,,20,11
12/8/10,0,,25,7
12/9/10,0.03,,29,5
12/10/10,0,,37,23
12/11/10,0.45,,36,24
12/12/10,0.04,,31,12
12/13/10,0,,16,7
12/14/10,0,,21,6
12/15/10,0,,25,2
12/16/10,0.01,,27,20
12/17/10,0,,22,13
12/18/10,0,,19,10
12/19/10,0,,21,8
12/20/10,0.2,,27,6
12/21/10,0.02,,31,26
12/22/10,0,,35,18
12/23/10,0,,29,19
12/24/10,0.2,,32,27
12/25/10,0.06,,31,20
12/26/10,0.17,,33,19
12/27/10,0,,22,11
12/28/10,0,,27,12
12/29/10,0.01,,36,9
12/30/10,0,,46,34
12/31/10,0.67,,53,41
1/1/11,0,,41,14
1/2/11,0,,24,12
1/3/11,0,,36,22
1/4/11,0,,30,13
1/5/11,0,,31,8
1/6/11,0,,28,18
1/7/11,0.02,,22,12
1/8/11,0,,24,9
1/9/11,0,,31,9
1/10/11,0,,33,18
1/11/11,0.31,,27,22
1/12/11,0,,26,20
1/13/11,0,,24,15
1/14/11,0.01,,24,16
1/15/11,0,,24,13
1/16/11,0,,22,6
1/17/11,0.31,,32,18
1/18/11,0.1,,32,19
1/19/11,0,,23,15
1/20/11,0,,19,5
1/21/11,0,,8,-4
1/22/11,0.01,,17,5
1/23/11,0.01,,20,4
1/24/11,0.03,,27,15
1/25/11,0,,29,21
1/26/11,0,,28,18
1/27/11,0.03,,25,17
1/28/11,0,,31,19
1/29/11,0,,33,26
1/30/11,0,,30,26
1/31/11,0.09,,26,20
2/1/11,0.74,,23,20
2/2/11,0.74,,23,5
2/3/11,0,,16,-6
2/4/11,0,,25,5
2/5/11,0,,28,4
2/6/11,0.2,,32,24
2/7/11,0.13,,32,19
2/8/11,0,,20,2
2/9/11,0,,12,-2
2/10/11,0,,16,-9
2/11/11,0,,30,5
2/12/11,0,,37,24
2/13/11,0,,45,32
2/14/11,0,,42,26
2/15/11,0,,38,23
2/16/11,0,,49,37
2/17/11,0,,56,47
2/18/11,0,,50,33
2/19/11,0,,35,25
2/20/11,0.95,,36,28
2/21/11,0,,33,25
2/22/11,0.03,,27,23
2/23/11,0.11,,33,24
2/24/11,0,,36,32
2/25/11,0.11,,36,29
2/26/11,0.12,,33,24
2/27/11,0.25,,36,25
2/28/11,0.14,,37,25
3/1/11,0,,43,22
3/2/11,0,,37,24
3/3/11,0,,45,25
3/4/11,1.11,,54,35
3/5/11,0.16,,36,27
3/6/11,0,,34,26
3/7/11,0,,34,24
3/8/11,0.01,,45,32
3/9/11,0.39,,44,33
3/10/11,0,,37,32
3/11/11,0,,47,27
3/12/11,0,,44,28
3/13/11,0,,41,24
3/14/11,0,,42,26
3/15/11,0,,39,31
3/16/11,0,,60,32
3/17/11,0,,67,48
3/18/11,0,,53,34
3/19/11,0,,50,28
3/20/11,0.32,,57,40
3/21/11,0.02,,60,41
3/22/11,0.3,,42,37
3/23/11,0.3,,41,28
3/24/11,0.01,,34,24
3/25/11,0,,34,24
3/26/11,0,,32,25
3/27/11,0,,35,23
3/28/11,0,,36,21
3/29/11,0,,42,24
3/30/11,0,,45,26
3/31/11,0,,48,23
4/1/11,0.18,,45,28
4/2/11,0,,54,36
4/3/11,0.13,,72,35
4/4/11,0.11,,68,40
4/5/11,0,,53,33
4/6/11,0,,59,42
4/7/11,0.25,,46,39
4/8/11,0.51,,45,40
4/9/11,0,,66,44
4/10/11,0,,83,56
4/11/11,0,,67,44
4/12/11,0,,58,40
4/13/11,0,,68,36
4/14/11,0,,53,40
4/15/11,0.34,,51,37
4/16/11,0.2,,49,35
4/17/11,0.08,,53,35
4/18/11,0.49,,41,32
4/19/11,0.95,,38,34
4/20/11,0.01,,43,32
4/21/11,0.03,,50,32
4/22/11,0.56,,46,39
4/23/11,0,,64,45
4/24/11,0,,56,45
4/25/11,0.34,,54,45
4/26/11,0.38,,68,47
4/27/11,0.31,,55,43
4/28/11,0.03,,45,40
4/29/11,0,,62,36
4/30/11,0,,71,48
5/1/11,0,,63,47
5/2/11,0,,59,42
5/3/11,0,,50,37
5/4/11,0,,59,37
5/5/11,0.06,,63,35
5/6/11,0,,68,44
5/7/11,0,,60,43
5/8/11,0,,68,39
5/9/11,0,,73,47
5/10/11,0,,90,62
5/11/11,0.13,,87,63
5/12/11,0.29,,86,58
5/13/11,0.02,,77,47
5/14/11,0.31,,53,45
5/15/11,0.31,,46,41
5/16/11,0,,52,37
5/17/11,0,,60,40
5/18/11,0.07,,57,49
5/19/11,0,,72,49
5/20/11,0,,73,50
5/21/11,0.01,,75,50
5/22/11,0.58,,87,61
5/23/11,0,,79,60
5/24/11,0.11,,66,47
5/25/11,2.24,,67,47
5/26/11,1.06,,49,43
5/27/11,0,,58,40
5/28/11,0.12,,62,51
5/29/11,1.88,,70,52
5/30/11,0,,88,56
5/31/11,0.08,,85,69
6/1/11,0,,81,59
6/2/11,0.02,,69,56
6/3/11,0.01,,87,55
6/4/11,0.18,,92,64
6/5/11,0,,85,60
6/6/11,0,,93,60
6/7/11,0,,96,75
6/8/11,0.17,,95,66
6/9/11,0.93,,69,50
6/10/11,0.52,,69,51
6/11/11,0.03,,62,52
6/12/11,0,,64,50
6/13/11,0,,72,54
6/14/11,0,,77,53
6/15/11,0.8,,71,57
6/16/11,0.04,,81,61
6/17/11,0,,82,60
6/18/11,0,,84,61
6/19/11,0,,81,63
6/20/11,0.18,,79,65
6/21/11,0.45,,89,66
6/22/11,0.02,,73,64
6/23/11,0.01,,71,62
6/24/11,0,,68,60
6/25/11,0,,79,58
6/26/11,0,,81,57
6/27/11,0.03,,81,65
6/28/11,0,,81,63
6/29/11,0,,81,59
6/30/11,0,,88,60
7/1/11,0,,89,72
7/2/11,0,,94,71
7/3/11,0,,84,69
7/4/11,0,,89,65
7/5/11,0,,91,68
7/6/11,0,,86,70
7/7/11,0,,82,63
7/8/11,0,,86,61
7/9/11,0,,91,61
7/10/11,0,,91,74
7/11/11,0.39,,88,71
7/12/11,0.01,,87,70
7/13/11,0,,74,63
7/14/11,0,,82,59
7/15/11,0,,87,70
7/16/11,0,,89,71
7/17/11,0,,95,69
7/18/11,0.01,,92,80
7/19/11,0,,93,78
7/20/11,0.02,,99,73
7/21/11,0.02,,99,75
7/22/11,1.55,,88,70
7/23/11,6.86,,87,70
7/24/11,0.18,,87,72
7/25/11,0,,88,73
7/26/11,0,,83,71
7/27/11,0.71,,90,68
7/28/11,0.7,,87,73
7/29/11,0.7,,86,71
7/30/11,0,,91,67
7/31/11,0,,90,68
8/1/11,0,,91,74
8/2/11,0.43,,93,74
8/3/11,0,,86,72
8/4/11,0,,84,69
8/5/11,0,,83,69
8/6/11,0.18,,85,72
8/7/11,0.75,,86,68
8/8/11,0.63,,80,68
8/9/11,0,,80,64
8/10/11,0,,77,61
8/11/11,0,,81,57
8/12/11,0,,81,60
8/13/11,0.75,,83,62
8/14/11,0,,75,62
8/15/11,0,,82,57
8/16/11,0,,85,61
8/17/11,0,,83,62
8/18/11,0,,84,67
8/19/11,0,,87,64
8/20/11,1.11,,80,66
8/21/11,0,,80,64
8/22/11,0,,82,59
8/23/11,0.65,,73,62
8/24/11,0,,92,69
8/25/11,0,,83,64
8/26/11,0,,83,59
8/27/11,0,,81,64
8/28/11,0,,77,61
8/29/11,0,,79,59
8/30/11,0.04,,76,61
8/31/11,0,,87,65
9/1/11,0,,93,71
9/2/11,0,,92,76
9/3/11,0.02,,89,69
9/4/11,0,,73,58
9/5/11,0,,65,52
9/6/11,0,,66,51
9/7/11,0,,70,52
9/8/11,0,,75,57
9/9/11,0.02,,72,60
9/10/11,0,,78,56
9/11/11,0,,83,57
9/12/11,0,,86,64
9/13/11,0,,73,56
9/14/11,0.08,,58,47
9/15/11,0,,59,42
9/16/11,0,,58,46
9/17/11,0,,68,50
9/18/11,0.43,,65,55
9/19/11,0.24,,69,54
9/20/11,0,,74,49
9/21/11,0,,71,56
9/22/11,0,,64,51
9/23/11,0,,62,48
9/24/11,0.14,,62,51
9/25/11,0.08,,64,51
9/26/11,1.21,,60,53
9/27/11,0.31,,63,54
9/28/11,0.77,,63,53
9/29/11,0.06,,66,49
9/30/11,0.09,,57,45
10/1/11,0,,56,42
10/2/11,0,,66,41
10/3/11,0,,69,44
10/4/11,0,,76,43
10/5/11,0,,80,49
10/6/11,0,,81,50
10/7/11,0,,84,54
10/8/11,0,,82,54
10/9/11,0,,80,52
10/10/11,0,,76,54
10/11/11,0,,79,57
10/12/11,0,,78,55
10/13/11,0.28,,66,52
10/14/11,0,,62,48
10/15/11,0,,62,47
10/16/11,0.17,,62,48
10/17/11,0,,59,41
10/18/11,0.06,,54,41
10/19/11,0.85,,49,44
10/20/11,0.08,,47,43
10/21/11,0,,55,38
10/22/11,0,,66,34
10/23/11,0.2,,68,38
10/24/11,0,,63,45
10/25/11,0.02,,74,45
10/26/11,0,,53,47
10/27/11,0.12,,53,39
10/28/11,0.03,,55,35
10/29/11,0,,55,34
10/30/11,0.17,,57,33
10/31/11,0,,53,36
11/1/11,0,,65,35
11/2/11,0.01,,65,48
11/3/11,0.08,,48,46
11/4/11,0,,53,36
11/5/11,0,,58,34
11/6/11,0,,59,41
11/7/11,0.04,,58,51
11/8/11,1.53,,51,47
11/9/11,0.39,,62,37
11/10/11,0.01,,41,32
11/11/11,0,,45,30
11/12/11,0,,60,36
11/13/11,0,,70,47
11/14/11,0.01,,53,36
11/15/11,0,,64,34
11/16/11,0,,46,31
11/17/11,0,,36,24
11/18/11,0,,51,25
11/19/11,0,,58,44
11/20/11,0,,55,39
11/21/11,0,,47,41
11/22/11,0.24,,43,40
11/23/11,0,,50,34
11/24/11,0,,47,40
11/25/11,0,,57,42
11/26/11,1.01,,56,45
11/27/11,0.12,,46,36
11/28/11,0,,41,34
11/29/11,0,,44,31
11/30/11,0,,44,25
12/1/11,0,,48,25
12/2/11,0.02,,43,31
12/3/11,0.33,,50,37
12/4/11,0.02,,52,36
12/5/11,0.08,,40,35
12/6/11,0,,37,27
12/7/11,0,,34,25
12/8/11,0,,36,24
12/9/11,0.03,,32,18
12/10/11,0,,27,12
12/11/11,0,,45,27
12/12/11,0,,47,23
12/13/11,0.09,,45,38
12/14/11,1.43,,55,41
12/15/11,0.02,,57,33
12/16/11,0,,34,26
12/17/11,0.06,,32,28
12/18/11,0,,44,25
12/19/11,0,,50,38
12/20/11,0,,39,36
12/21/11,0.01,,43,37
12/22/11,0.02,,40,31
12/23/11,0,,34,23
12/24/11,0,,39,21
12/25/11,0,,45,29
12/26/11,0.06,,45,23
12/27/11,0.06,,41,26
12/28/11,0,,31,20
12/29/11,0.01,,48,31
12/30/11,0.41,,44,32
12/31/11,0,,40,29
1/1/12,0.04,,44,29
1/2/12,0.01,,29,18
1/3/12,0,,27,13
1/4/12,0,,41,25
1/5/12,0,,49,23
1/6/12,0,,55,38
1/7/12,0,,44,28
1/8/12,0,,42,25
1/9/12,0,,46,25
1/10/12,0,,52,25
1/11/12,0,,54,27
1/12/12,0.35,,37,19
1/13/12,0.01,,22,17
1/14/12,0,,19,8
1/15/12,0,,31,5
1/16/12,0.04,,45,30
1/17/12,0.16,,39,17
1/18/12,0,,26,10
1/19/12,0.01,,28,5
1/20/12,0.54,,24,5
1/21/12,0,,25,16
1/22/12,0.32,,40,16
1/23/12,0.29,,46,30
1/24/12,0,,37,25
1/25/12,0,,36,22
1/26/12,0,,38,32
1/27/12,0.04,,43,34
1/28/12,0.05,,34,26
1/29/12,0,,31,21
1/30/12,0,,53,22
1/31/12,0,,57,43
2/1/12,0,,48,32
2/2/12,0,,43,31
2/3/12,0,,39,33
2/4/12,0,,42,29
2/5/12,0,,45,29
2/6/12,0,,33,30
2/7/12,0.01,,36,29
2/8/12,0,,37,25
2/9/12,0,,36,21
2/10/12,0.19,,36,14
2/11/12,0,,20,10
2/12/12,0,,35,16
2/13/12,0.03,,36,15
2/14/12,0,,36,29
2/15/12,0.16,,43,30
2/16/12,0.02,,47,34
2/17/12,0,,49,28
2/18/12,0,,39,27
2/19/12,0,,38,24
2/20/12,0,,45,22
2/21/12,0.06,,41,33
2/22/12,0.01,,44,29
2/23/12,0.33,,40,29
2/24/12,0.54,,35,26
2/25/12,0,,27,16
2/26/12,0,,53,17
2/27/12,0,,40,25
2/28/12,0.11,,44,23
2/29/12,0.18,,59,35
3/1/12,0,,40,35
3/2/12,0.19,,40,34
3/3/12,0,,35,30
3/4/12,0,,32,26
3/5/12,0,,37,21
3/6/12,0,,68,31
3/7/12,0,,68,54
3/8/12,0.28,,63,37
3/9/12,0,,40,28
3/10/12,0,,60,27
3/11/12,0,,69,41
3/12/12,0.19,,65,52
3/13/12,0,,70,48
3/14/12,0,,81,46
3/15/12,0,,81,48
3/16/12,0,,82,46
3/17/12,0,,82,58
3/18/12,0,,81,57
3/19/12,0.03,,78,61
3/20/12,0,,85,63
3/21/12,0,,87,61
3/22/12,0.16,,83,60
3/23/12,1.25,,63,55
3/24/12,0,,62,50
3/25/12,0,,71,43
3/26/12,0,,47,37
3/27/12,0,,74,40
3/28/12,0,,68,45
3/29/12,0,,48,40
3/30/12,0.58,,53,40
3/31/12,0,,50,39
4/1/12,0.06,,57,42
4/2/12,0,,62,47
4/3/12,0,,70,48
4/4/12,0,,58,46
4/5/12,0,,49,38
4/6/12,0,,53,33
4/7/12,0,,67,34
4/8/12,0,,66,45
4/9/12,0,,63,41
4/10/12,0,,46,34
4/11/12,0,,54,32
4/12/12,0,,63,32
4/13/12,0,,66,40
4/14/12,0.16,,67,54
4/15/12,0.67,,77,61
4/16/12,0.01,,67,43
4/17/12,0,,57,39
4/18/12,0.01,,73,39
4/19/12,0,,61,45
4/20/12,0.02,,47,42
4/21/12,0,,53,36
4/22/12,0,,53,41
4/23/12,0,,60,39
4/24/12,0,,66,38
4/25/12,0.1,,61,46
4/26/12,0,,55,39
4/27/12,0.01,,54,35
4/28/12,0.25,,50,45
4/29/12,0.36,,57,43
4/30/12,0,,62,50
5/1/12,0.09,,65,49
5/2/12,0,,80,58
5/3/12,1.34,,86,66
5/4/12,0.28,,73,55
5/5/12,0,,60,52
5/6/12,0.8,,70,51
5/7/12,0.47,,64,52
5/8/12,0,,70,52
5/9/12,0.06,,60,47
5/10/12,0,,67,46
5/11/12,0,,78,43
5/12/12,0.03,,69,53
5/13/12,0,,72,50
5/14/12,0,,82,43
5/15/12,0.05,,86,57
5/16/12,0,,65,50
5/17/12,0,,74,45
5/18/12,0,,85,53
5/19/12,0,,92,59
5/20/12,0.14,,93,65
5/21/12,0,,67,54
5/22/12,0,,71,50
5/23/12,0,,82,47
5/24/12,0,,90,64
5/25/12,0,,83,65
5/26/12,0,,86,60
5/27/12,0,,97,70
5/28/12,0,,95,77
5/29/12,0,,85,61
5/30/12,0,,70,53
5/31/12,1.12,,54,47
6/1/12,0.01,,65,49
6/2/12,0,,76,49
6/3/12,0,,81,57
6/4/12,0,,75,59
6/5/12,0,,70,57
6/6/12,0,,76,52
6/7/12,0,,82,54
6/8/12,0,,88,54
6/9/12,0,,90,65
6/10/12,0,,93,67
6/11/12,0,,90,70
6/12/12,0,,78,59
6/13/12,0,,72,54
6/14/12,0,,87,56
6/15/12,0,,94,59
6/16/12,0.31,,94,69
6/17/12,0.11,,87,69
6/18/12,0,,94,69
6/19/12,0,,95,78
6/20/12,0,,95,77
6/21/12,0.01,,85,70
6/22/12,0,,87,64
6/23/12,0,,87,62
6/24/12,0,,94,65
6/25/12,0,,76,60
6/26/12,0,,83,56
6/27/12,0,,92,57
6/28/12,0.04,,100,76
6/29/12,0.42,,88,69
6/30/12,0,,92,69
7/1/12,0,,91,68
7/2/12,0,,98,71
7/3/12,0,,96,77
7/4/12,0,,102,79
7/5/12,0.28,,103,79
7/6/12,0,,103,82
7/7/12,0,,98,73
7/8/12,0,,85,68
7/9/12,0,,91,66
7/10/12,0,,83,67
7/11/12,0,,87,64
7/12/12,0,,91,66
7/13/12,0.28,,93,70
7/14/12,0,,90,70
7/15/12,0,,95,71
7/16/12,0,,97,72
7/17/12,0,,99,79
7/18/12,0.85,,94,72
7/19/12,0.8,,83,71
7/20/12,0,,81,68
7/21/12,0,,87,65
7/22/12,0,,89,68
7/23/12,0,,97,81
7/24/12,0.54,,84,69
7/25/12,0.01,,99,70
7/26/12,0.71,,89,69
7/27/12,0.03,,86,66
7/28/12,0,,82,67
7/29/12,0,,85,63
7/30/12,0,,92,69
7/31/12,0.16,,85,68
8/1/12,0,,90,68
8/2/12,0,,93,66
8/3/12,0,,95,71
8/4/12,0.37,,93,71
8/5/12,0,,84,66
8/6/12,0,,85,62
8/7/12,0,,92,62
8/8/12,0,,84,72
8/9/12,0.05,,75,63
8/10/12,0.18,,76,61
8/11/12,0,,78,56
8/12/12,0,,76,55
8/13/12,0.4,,69,60
8/14/12,0,,84,56
8/15/12,0,,85,65
8/16/12,0.39,,76,62
8/17/12,0,,76,58
8/18/12,0,,77,53
8/19/12,0,,79,60
8/20/12,0.08,,74,58
8/21/12,0,,79,53
8/22/12,0,,85,54
8/23/12,0.03,,92,64
8/24/12,0,,94,64
8/25/12,0,,93,66
8/26/12,0.57,,79,66
8/27/12,0,,88,66
8/28/12,0,,86,63
8/29/12,0,,84,65
8/30/12,0,,90,64
8/31/12,0,,92,71
9/1/12,0,,75,71
9/2/12,0,,82,73
9/3/12,0,,88,71
9/4/12,0.64,,90,66
9/5/12,0.16,,86,63
9/6/12,0,,86,68
9/7/12,0.06,,78,59
9/8/12,0.28,,73,54
9/9/12,0,,72,55
9/10/12,0,,75,52
9/11/12,0,,83,52
9/12/12,0,,86,63
9/13/12,0.19,,71,54
9/14/12,0,,76,51
9/15/12,0,,79,50
9/16/12,0,,77,49
9/17/12,0.26,,78,55
9/18/12,0,,63,47
9/19/12,0,,73,41
9/20/12,0,,72,51
9/21/12,0.15,,60,48
9/22/12,0.02,,59,44
9/23/12,0,,61,40
9/24/12,0,,70,37
9/25/12,0,,77,49
9/26/12,0,,68,53
9/27/12,0,,65,46
9/28/12,0,,67,50
9/29/12,0,,79,48
9/30/12,0,,66,50
10/1/12,0,,66,47
10/2/12,0,,69,53
10/3/12,0.26,,63,59
10/4/12,0.12,,77,48
10/5/12,0,,50,39
10/6/12,0,,50,34
10/7/12,0,,51,36
10/8/12,0,,60,32
10/9/12,0.17,,65,42
10/10/12,0,,51,35
10/11/12,0.02,,67,35
10/12/12,0,,53,37
10/13/12,0.21,,67,44
10/14/12,0.77,,71,48
10/15/12,0,,60,41
10/16/12,0,,70,40
10/17/12,0.51,,68,54
10/18/12,0.07,,54,45
10/19/12,0.02,,52,43
10/20/12,0,,59,39
10/21/12,0,,68,37
10/22/12,0.81,,65,49
10/23/12,0.06,,70,57
10/24/12,0,,78,58
10/25/12,0.13,,75,45
10/26/12,0,,51,37
10/27/12,0,,48,34
10/28/12,0,,49,38
10/29/12,0,,51,36
10/30/12,0,,48,39
10/31/12,0,,50,34
11/1/12,0,,54,34
11/2/12,0,,48,34
11/3/12,0,,45,36
11/4/12,0,,48,32
11/5/12,0,,44,32
11/6/12,0.13,,42,29
11/7/12,0.03,,47,40
11/8/12,0,,45,35
11/9/12,0,,56,33
11/10/12,0.22,,66,50
11/11/12,0.29,,70,40
11/12/12,0,,40,29
11/13/12,0,,41,24
11/14/12,0,,45,29
11/15/12,0,,48,30
11/16/12,0,,54,27
11/17/12,0,,55,26
11/18/12,0,,57,31
11/19/12,0.01,,59,36
11/20/12,0,,58,40
11/21/12,0,,54,34
11/22/12,0.27,,63,42
11/23/12,0,,42,28
11/24/12,0,,32,24
11/25/12,0,,43,29
11/26/12,0,,36,23
11/27/12,0,,33,17
11/28/12,0,,44,27
11/29/12,0,,51,33
11/30/12,0,,51,36
12/1/12,0,,59,29
12/2/12,0.06,,63,44
12/3/12,0,,70,46
12/4/12,0,,59,38
12/5/12,0,,40,27
12/6/12,0,,46,32
12/7/12,0.08,,46,41
12/8/12,0.15,,42,36
12/9/12,0.21,,41,35
12/10/12,0,,38,31
12/11/12,0,,34,24
12/12/12,0,,46,28
12/13/12,0,,49,32
12/14/12,0,,50,26
12/15/12,0.34,,50,37
12/16/12,0,,49,38
12/17/12,0,,40,30
12/18/12,0,,41,31
12/19/12,0.08,,43,32
12/20/12,1.26,,49,33
12/21/12,0.01,,33,20
12/22/12,0,,32,17
12/23/12,0,,34,21
12/24/12,0,,34,28
12/25/12,0.01,,33,25
